Account No,DATE,TRANSACTION DETAILS,CHQ.NO.,VALUE DATE,WITHDRAWAL AMT,DEPOSIT AMT,BALANCE AMT
1196428,19/04/2023,POS INSTAMART,,19/04/2023,800.00,,230685.27
1196428,19/04/2023,POS CAB SERVICES,,19/04/2023,666.00,,230019.27
1196428,19/04/2023,SHOPPING,,19/04/2023,332.00,,229687.27
1196428,19/04/2023,POS INSTAMART,,19/04/2023,488.00,,229199.27
1196428,19/04/2023,POS INSTAMART,,19/04/2023,162.18,,229037.09
1196428,21/04/2023,POS INSTAMART,,21/04/2023,944.43,,228092.66
1196428,21/04/2023,POS INSTAMART,,21/04/2023,59.54,,228033.12
1196428,22/04/2023,POS INSTAMART,,22/04/2023,120.00,,227913.12
1196428,22/04/2023,POS INSTAMART,,22/04/2023,168.00,,227745.12
1196428,22/04/2023,POS CAB SERVICES,,22/04/2023,134.00,,227611.12
1196428,22/04/2023,SHOPPING,,22/04/2023,456.00,,227155.12
1196428,23/04/2023,POS INSTAMART,,23/04/2023,24955.00,,202200.12
1196428,23/04/2023,POS CAB SERVICES,,23/04/2023,16.00,,202184.12
1196428,23/04/2023,SHOPPING,,23/04/2023,1273.21,,200910.91
1196428,24/04/2023,POS INSTAMART,,24/04/2023,185.12,,200725.79
1196428,24/04/2023,POS CAB SERVICES,,24/04/2023,333.39,,200392.40
1196428,24/04/2023,SWIGGY,,24/04/2023,156.01,,200236.39
1196428,24/04/2023,POS INSTAMART,,24/04/2023,105.00,,200131.39
1196428,25/04/2023,POS CAB SERVICES,,25/04/2023,1946.99,,198184.40
1196428,25/04/2023,SWIGGY,,25/04/2023,225.00,,197959.40
1196428,25/04/2023,POS INSTAMART,,25/04/2023,797.00,,197162.40
1196428,28/04/2023,ZOMATO,,28/04/2023,697.00,,196465.40
1196428,29/04/2023,POS INSTAMART,,29/04/2023,646.00,,195819.40
1196428,29/04/2023,POS INSTAMART,,29/04/2023,1110.15,,194709.25
1196428,29/04/2023,SWIGGY,,29/04/2023,89.55,,194619.70
1196428,29/04/2023,INTEREST .Coll:01-01-20,,29/04/2023,,788.23,195407.93
1196428,29/04/2023,POS INSTAMART,,29/04/2023,2042.00,,193365.93
1196428,30/04/2023,POS CAB SERVICES,704379,30/04/2023,5940.10,,187425.83
1196428,01/05/2023,SALARY,,01/05/2023,,100000.00,287425.83
1196428,01/05/2023,MAX BUPA HEALTH INSURANCE,,01/05/2023,6160.00,,281265.83
1196428,01/05/2023,RENT INCOME,,01/05/2023,,30000.00,311265.83
1196428,01/05/2023,EMI Personal loan(7/24),,01/05/2023,5000.00,,306265.83
1196428,01/05/2023,CASHWITH,,01/05/2023,5000.00,,301265.83
1196428,01/05/2023,SWIGGY,,01/05/2023,703.55,,300562.28
1196428,01/05/2023,POS INSTAMART,,01/05/2023,229.15,,300333.13
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,429.84,,299903.29
1196428,02/05/2023,SWIGGY,,02/05/2023,50.37,,299852.92
1196428,02/05/2023,POS INSTAMART,,02/05/2023,388.00,,299464.92
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,449.00,,299015.92
1196428,02/05/2023,SHOPPING,,02/05/2023,652.85,,298363.07
1196428,02/05/2023,POS INSTAMART,,02/05/2023,6.51,,298356.56
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,502.00,,297854.56
1196428,02/05/2023,SHOPPING,,02/05/2023,12.00,,297842.56
1196428,02/05/2023,POS INSTAMART,,02/05/2023,263.44,,297579.12
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,408.92,,297170.20
1196428,02/05/2023,POS INSTAMART,,02/05/2023,1011.41,,296158.79
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,429.00,,295729.79
1196428,02/05/2023,SHOPPING,,02/05/2023,100.00,,295629.79
1196428,02/05/2023,POS INSTAMART,,02/05/2023,450.44,,295179.35
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,821.68,,294357.67
1196428,02/05/2023,SHOPPING,,02/05/2023,427.20,,293930.47
1196428,02/05/2023,POS DINEOUT,,02/05/2023,600.27,,293330.20
1196428,02/05/2023,POS INSTAMART,,02/05/2023,588.88,,292741.32
1196428,02/05/2023,POS INSTAMART,,02/05/2023,639.58,,292101.74
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,95.50,,292006.24
1196428,04/05/2023,POS INSTAMART,,04/05/2023,596.26,,291409.98
1196428,04/05/2023,ZOMATO,,04/05/2023,305.47,,291104.51
1196428,04/05/2023,POS INSTAMART,,04/05/2023,219.51,,290885.00
1196428,04/05/2023,POS INSTAMART,,04/05/2023,620.00,,290265.00
1196428,04/05/2023,POS CAB SERVICES,,04/05/2023,38.00,,290227.00
1196428,04/05/2023,SHOPPING,,04/05/2023,13.43,,290213.57
1196428,05/05/2023,SWIGGY,,05/05/2023,527.84,,289685.73
1196428,05/05/2023,ZOMATO,,05/05/2023,173.00,,289512.73
1196428,05/05/2023,POS INSTAMART,,05/05/2023,265.00,,289247.73
1196428,05/05/2023,POS INSTAMART,,05/05/2023,589.60,,288658.13
1196428,05/05/2023,POS CAB SERVICES,,05/05/2023,38.95,,288619.18
1196428,05/05/2023,POS INSTAMART,,05/05/2023,592.29,,288026.89
1196428,06/05/2023,POS INSTAMART,,06/05/2023,378.20,,287648.69
1196428,06/05/2023,POS CAB SERVICES,,06/05/2023,55.58,,287593.11
1196428,06/05/2023,SHOPPING,,06/05/2023,300.60,,287292.51
1196428,07/05/2023,POS INSTAMART,,07/05/2023,208.60,,287083.91
1196428,07/05/2023,POS INSTAMART,,07/05/2023,106.60,,286977.31
1196428,07/05/2023,POS CAB SERVICES,,07/05/2023,246.68,,286730.63
1196428,07/05/2023,SHOPPING,704381,07/05/2023,58.60,,286672.03
1196428,07/05/2023,POS INSTAMART,,07/05/2023,15.71,,286656.32
1196428,07/05/2023,POS INSTAMART,,07/05/2023,357.59,,286298.73
1196428,07/05/2023,POS CAB SERVICES,,07/05/2023,667.59,,285631.14
1196428,07/05/2023,POS INSTAMART,,07/05/2023,534.00,,285097.14
1196428,08/05/2023,POS INSTAMART,,08/05/2023,682.66,,284414.48
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,171.48,,284243.00
1196428,08/05/2023,SHOPPING,,08/05/2023,475.10,,283767.90
1196428,08/05/2023,POS INSTAMART,,08/05/2023,378.60,,283389.30
1196428,08/05/2023,POS INSTAMART,,08/05/2023,627.04,,282762.26
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,366.59,,282395.67
1196428,08/05/2023,SHOPPING,,08/05/2023,700.60,,281695.07
1196428,08/05/2023,POS INSTAMART,,08/05/2023,247.60,,281447.47
1196428,08/05/2023,POS INSTAMART,,08/05/2023,523.27,,280924.20
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,91.60,,280832.60
1196428,08/05/2023,POS INSTAMART,,08/05/2023,198.52,,280634.08
1196428,08/05/2023,POS INSTAMART,,08/05/2023,298.48,,280335.60
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,537.14,,279798.46
1196428,08/05/2023,SHOPPING,,08/05/2023,134.48,,279663.98
1196428,08/05/2023,POS INSTAMART,,08/05/2023,113.46,,279550.52
1196428,08/05/2023,POS INSTAMART,,08/05/2023,67.14,,279483.38
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,201.96,,279281.42
1196428,08/05/2023,SHOPPING,,08/05/2023,89.96,,279191.46
1196428,08/05/2023,POS INSTAMART,,08/05/2023,302.59,,278888.87
1196428,08/05/2023,POS INSTAMART,,08/05/2023,158.83,,278730.04
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,504.97,,278225.07
1196428,08/05/2023,POS INSTAMART,,08/05/2023,65.33,,278159.74
1196428,08/05/2023,POS INSTAMART,,08/05/2023,518.11,,277641.63
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,309.67,,277331.96
1196428,08/05/2023,SHOPPING,,08/05/2023,127.14,,277204.82
1196428,08/05/2023,POS INSTAMART,,08/05/2023,636.69,,276568.13
1196428,08/05/2023,POS INSTAMART,,08/05/2023,60.93,,276507.20
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,777.79,,275729.41
1196428,08/05/2023,SHOPPING,,08/05/2023,250.17,,275479.24
1196428,08/05/2023,POS INSTAMART,,08/05/2023,595.09,,274884.15
1196428,08/05/2023,POS INSTAMART,,08/05/2023,301.00,,274583.15
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,11.82,,274571.33
1196428,08/05/2023,POS INSTAMART,,08/05/2023,175.00,,274396.33
1196428,08/05/2023,POS INSTAMART,,08/05/2023,425.82,,273970.51
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,648.24,,273322.27
1196428,08/05/2023,SHOPPING,,08/05/2023,190.08,,273132.19
1196428,08/05/2023,POS INSTAMART,,08/05/2023,143.78,,272988.41
1196428,08/05/2023,POS INSTAMART,,08/05/2023,42.37,,272946.04
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,65.93,,272880.11
1196428,08/05/2023,SHOPPING,,08/05/2023,116.12,,272763.99
1196428,11/05/2023,POS INSTAMART,,11/05/2023,318.67,,272445.32
1196428,11/05/2023,POS INSTAMART,,11/05/2023,358.00,,272087.32
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,4957.00,,267130.32
1196428,11/05/2023,POS INSTAMART,,11/05/2023,289.51,,266840.81
1196428,11/05/2023,POS INSTAMART,,11/05/2023,508.20,,266332.61
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,85.00,,266247.61
1196428,11/05/2023,SHOPPING,,11/05/2023,447.71,,265799.90
1196428,11/05/2023,POS INSTAMART,,11/05/2023,32.93,,265766.97
1196428,11/05/2023,POS INSTAMART,,11/05/2023,4979.00,,260787.97
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,835.66,,259952.31
1196428,11/05/2023,SHOPPING,,11/05/2023,213.82,,259738.49
1196428,11/05/2023,POS INSTAMART,,11/05/2023,4571.00,,255167.49
1196428,11/05/2023,POS INSTAMART,,11/05/2023,5.00,,255162.49
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,140.22,,255022.27
1196428,11/05/2023,POS INSTAMART,,11/05/2023,726.98,,254295.29
1196428,11/05/2023,POS INSTAMART,,11/05/2023,118.67,,254176.62
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,433.61,,253743.01
1196428,11/05/2023,SHOPPING,,11/05/2023,25.01,,253718.00
1196428,11/05/2023,POS INSTAMART,,11/05/2023,433.99,,253284.01
1196428,11/05/2023,POS INSTAMART,,11/05/2023,325.00,,252959.01
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,1396.00,,251563.01
1196428,12/05/2023,SHOPPING,,12/05/2023,5481.00,,246082.01
1196428,12/05/2023,POS INSTAMART,,12/05/2023,424.84,,245657.17
1196428,12/05/2023,POS INSTAMART,,12/05/2023,1491.15,,244166.02
1196428,12/05/2023,POS CAB SERVICES,,12/05/2023,591.55,,243574.47
1196428,12/05/2023,IMPS 904311124338 FAMILY,,12/05/2023,592.27,,242982.20
1196428,12/05/2023,POS CAB SERVICES,,12/05/2023,973.00,,242009.20
1196428,12/05/2023,ZOMATO,,12/05/2023,2422.00,,239587.20
1196428,12/05/2023,POS VEGETABLE SHOP,,12/05/2023,5972.10,,233615.10
1196428,13/05/2023,RTGS-ICICH19044490628-Indfor ,,13/05/2023,,2000.00,235615.10
1196428,13/05/2023,ZOMATO,,13/05/2023,539.65,,235075.45
1196428,13/05/2023,IMPS 904311124338 FAMILY,,13/05/2023,211.80,,234863.65
1196428,13/05/2023,POS VEGETABLE SHOP,,13/05/2023,407.85,,234455.80
1196428,14/05/2023,IB:TPFT0099296221 3090067,,14/05/2023,4724.00,,229731.80
1196428,14/05/2023,IMPS 904311124338 FAMILY,,14/05/2023,319.63,,229412.17
1196428,14/05/2023,RTGS-UTIBH19045627063-Indfor,,14/05/2023,,2000.00,231412.17
1196428,14/05/2023,POS BOOKMYSHOW,,14/05/2023,4908.00,,226504.17
1196428,14/05/2023,POS CAB SERVICES,,14/05/2023,51.15,,226453.02
1196428,14/05/2023,POS DINEOUT,,14/05/2023,704.00,,225749.02
1196428,14/05/2023,POS VEGETABLE SHOP,,14/05/2023,26.56,,225722.46
1196428,15/05/2023,POS BOOKMYSHOW,,15/05/2023,19869.00,,205853.46
1196428,15/05/2023,IMPS 904311124338 FAMILY,,15/05/2023,112.05,,205741.41
1196428,15/05/2023,POS DINEOUT,,15/05/2023,319.15,,205422.26
1196428,15/05/2023,POS VEGETABLE SHOP,,15/05/2023,204.58,,205217.68
1196428,16/05/2023,POS CAB SERVICES,,16/05/2023,37.26,,205180.42
1196428,16/05/2023,POS VEGETABLE SHOP,,16/05/2023,4541.00,,200639.42
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,98.23,,200541.19
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,132.53,,200408.66
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,175.49,,200233.17
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,219.69,,200013.48
1196428,18/05/2023,POS CAB SERVICES,,18/05/2023,4500.00,,195513.48
1196428,18/05/2023,POS BOOKMYSHOW,,18/05/2023,703.93,,194809.55
1196428,18/05/2023,POS CAB SERVICES,,18/05/2023,5157.00,,189652.55
1196428,18/05/2023,POS CAB SERVICES,,18/05/2023,31.20,,189621.35
1196428,18/05/2023,POS VEGETABLE SHOP,,18/05/2023,363.60,,189257.75
1196428,19/05/2023,IMPS 904311124338 FAMILY,,19/05/2023,306.14,,188951.61
1196428,19/05/2023,UPIPAYMENT,,19/05/2023,657.60,,188294.01
1196428,19/05/2023,IMPS 904311124338 FAMILY,,19/05/2023,661.60,,187632.41
1196428,19/05/2023,POS VEGETABLE SHOP,,19/05/2023,4835.00,,182797.41
1196428,20/05/2023,IMPS 904311124338 FAMILY,,20/05/2023,194.48,,182602.93
1196428,20/05/2023,UPIPAYMENT,,20/05/2023,126.60,,182476.33
1196428,20/05/2023,UPIPAYMENT,,20/05/2023,394.71,,182081.62
1196428,20/05/2023,POS CAB SERVICES,,20/05/2023,109.20,,181972.42
1196428,20/05/2023,IMPS 904311124338 FAMILY,,20/05/2023,119.60,,181852.82
1196428,20/05/2023,POS BOOKMYSHOW,,20/05/2023,398.52,,181454.30
1196428,20/05/2023,MLCU00701802742,,20/05/2023,102.71,,181351.59
1196428,20/05/2023,POS DINEOUT,,20/05/2023,293.48,,181058.11
1196428,20/05/2023,POS VEGETABLE SHOP,,20/05/2023,614.96,,180443.15
1196428,21/05/2023,IMPS 904311124338 FAMILY,,21/05/2023,105.41,,180337.74
1196428,21/05/2023,UPIPAYMENT,,21/05/2023,628.00,,179709.74
1196428,21/05/2023,SWIGGY,,21/05/2023,189.34,,179520.40
1196428,21/05/2023,SWIGGY,,21/05/2023,143.52,,179376.88
1196428,21/05/2023,POS BOOKMYSHOW,,21/05/2023,666.10,,178710.78
1196428,21/05/2023,IMPS 904311124338 FAMILY,,21/05/2023,318.37,,178392.41
1196428,22/05/2023,POS CAB SERVICES,,22/05/2023,729.60,,177662.81
1196428,22/05/2023,IMPS 904311124338 FAMILY,,22/05/2023,466.47,,177196.34
1196428,22/05/2023,UPIPAYMENT,,22/05/2023,193.41,,177002.93
1196428,22/05/2023,SWIGGY,,22/05/2023,201.52,,176801.41
1196428,22/05/2023,POS VEGETABLE SHOP,,22/05/2023,600.04,,176201.37
1196428,25/05/2023,UPIPAYMENT,,25/05/2023,634.59,,175566.78
1196428,25/05/2023,POS CAB SERVICES,,25/05/2023,16.60,,175550.18
1196428,25/05/2023,ZOMATO,,25/05/2023,420.60,,175129.58
1196428,25/05/2023,ZOMATO,,25/05/2023,585.27,,174544.31
1196428,25/05/2023,IMPS 904311124338 FAMILY,,25/05/2023,201.52,,174342.79
1196428,25/05/2023,POS BOOKMYSHOW,,25/05/2023,349.08,,173993.71
1196428,25/05/2023,POS DINEOUT,,25/05/2023,4747.00,,169246.71
1196428,25/05/2023,POS VEGETABLE SHOP,,25/05/2023,486.16,,168760.55
1196428,26/05/2023,POS DINEOUT,,26/05/2023,275.00,,168485.55
1196428,26/05/2023,UPIPAYMENT,,26/05/2023,588.52,,167897.03
1196428,26/05/2023,POS CAB SERVICES,,26/05/2023,274.00,,167623.03
1196428,26/05/2023,UPIPAYMENT,,26/05/2023,25192.00,,142431.03
1196428,26/05/2023,SWIGGY,,26/05/2023,37.97,,142393.06
1196428,26/05/2023,UPI-905717075848-TRANFER-,,26/05/2023,34.86,,142358.20
1196428,26/05/2023,POS VEGETABLE SHOP,,26/05/2023,5040.00,,137318.20
1196428,27/05/2023,POS CAB SERVICES,,27/05/2023,904.67,,136413.53
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,260.30,,136153.23
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,5224.00,,130929.23
1196428,27/05/2023,POS BOOKMYSHOW,,27/05/2023,25.49,,130903.74
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,917.79,,129985.95
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,37.17,,129948.78
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,29.60,,129919.18
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,1475.00,,128444.18
1196428,27/05/2023,ZOMATO,,27/05/2023,1113.00,,127331.18
1196428,27/05/2023,POS DINEOUT,,27/05/2023,262.00,,127069.18
1196428,27/05/2023,POS VEGETABLE SHOP,,27/05/2023,287.00,,126782.18
1196428,28/05/2023,UPIPAYMENT,,28/05/2023,705.15,,126077.03
1196428,28/05/2023,ZOMATO,,28/05/2023,751.55,,125325.48
1196428,28/05/2023,IMPS 904311124338 FAMILY,,28/05/2023,529.27,,124796.21
1196428,28/05/2023,POS VEGETABLE SHOP,,28/05/2023,535.00,,124261.21
1196428,28/05/2023,INTEREST .Coll:01-02-20,,28/05/2023,,956.66,125217.87
1196428,01/06/2023,UPIPAYMENT,,01/06/2023,2035.23,,123182.64
1196428,01/06/2023,SALARY,,01/06/2023,,120000.00,243182.64
1196428,01/06/2023,MAX BUPA HEALTH INSURANCE,,01/06/2023,6160.00,,237022.64
1196428,01/06/2023,RENT INCOME,,01/06/2023,,30000.00,267022.64
1196428,01/06/2023,EMI Personal loan(8/24),704391,01/06/2023,5000.00,,262022.64
1196428,01/06/2023,CASHWITH,,01/06/2023,5000.00,,257022.64
1196428,02/06/2023,UPIPAYMENT,,02/06/2023,386.85,,256635.79
1196428,02/06/2023,VODAFONE MOBILE SERVICES,704389,02/06/2023,442.84,,256192.95
1196428,02/06/2023,VODAFONE MOBILE SERVICES,704388,02/06/2023,183.00,,256009.95
1196428,02/06/2023,POS VEGETABLE SHOP,,02/06/2023,526.51,,255483.44
1196428,04/06/2023,IMPS 904311124338 FAMILY,,04/06/2023,368.00,,255115.44
1196428,04/06/2023,POS VEGETABLE SHOP,,04/06/2023,267.92,,254847.52
1196428,05/06/2023,UPIPAYMENT,,05/06/2023,456.41,,254391.11
1196428,05/06/2023,IMPS 904311124338 FAMILY,,05/06/2023,326.00,,254065.11
1196428,05/06/2023,POS BOOKMYSHOW,,05/06/2023,109.15,,253955.96
1196428,07/06/2023,POS INSTAMART,,07/06/2023,753.57,,253202.39
1196428,07/06/2023,POS CAB SERVICES,,07/06/2023,573.50,,252628.89
1196428,08/06/2023,POS INSTAMART,,08/06/2023,611.44,,252017.45
1196428,08/06/2023,POS CAB SERVICES,,08/06/2023,220.00,,251797.45
1196428,08/06/2023,SHOPPING,,08/06/2023,10.00,,251787.45
1196428,09/06/2023,POS INSTAMART,,09/06/2023,459.00,,251328.45
1196428,09/06/2023,POS CAB SERVICES,704310,09/06/2023,73.00,,251255.45
1196428,10/06/2023,SHOPPING,,10/06/2023,504.00,,250751.45
1196428,10/06/2023,POS DINEOUT,,10/06/2023,229.88,,250521.57
1196428,11/06/2023,POS INSTAMART,,11/06/2023,306.18,,250215.39
1196428,11/06/2023,POS INSTAMART,,11/06/2023,96.63,,250118.76
1196428,11/06/2023,POS CAB SERVICES,,11/06/2023,101.16,,250017.60
1196428,11/06/2023,SWIGGY,,11/06/2023,927.08,,249090.52
1196428,14/06/2023,POS INSTAMART,,14/06/2023,84.24,,249006.28
1196428,15/06/2023,POS CAB SERVICES,,15/06/2023,688.42,,248317.86
1196428,15/06/2023,SHOPPING,,15/06/2023,300.00,,248017.86
1196428,15/06/2023,SWIGGY,,15/06/2023,469.65,,247548.21
1196428,15/06/2023,POS INSTAMART,,15/06/2023,847.92,,246700.29
1196428,15/06/2023,POS CAB SERVICES,,15/06/2023,666.00,,246034.29
1196428,15/06/2023,SWIGGY,,15/06/2023,342.00,,245692.29
1196428,15/06/2023,POS INSTAMART,704309,15/06/2023,828.00,,244864.29
1196428,15/06/2023,POS CAB SERVICES,,15/06/2023,604.00,,244260.29
1196428,15/06/2023,SHOPPING,,15/06/2023,605.00,,243655.29
1196428,16/06/2023,SWIGGY,,16/06/2023,311.23,,243344.06
1196428,16/06/2023,POS INSTAMART,,16/06/2023,170.26,,243173.80
1196428,16/06/2023,POS CAB SERVICES,,16/06/2023,1240.00,,241933.80
1196428,16/06/2023,SHOPPING,,16/06/2023,1321.38,,240612.42
1196428,16/06/2023,POS INSTAMART,,16/06/2023,765.00,,239847.42
1196428,17/06/2023,POS CAB SERVICES,,17/06/2023,285.40,,239562.02
1196428,17/06/2023,SHOPPING,,17/06/2023,244.00,,239318.02
1196428,17/06/2023,POS INSTAMART,,17/06/2023,690.00,,238628.02
1196428,17/06/2023,POS INSTAMART,,17/06/2023,353.00,,238275.02
1196428,17/06/2023,POS CAB SERVICES,,17/06/2023,221.00,,238054.02
1196428,17/06/2023,SHOPPING,,17/06/2023,31.82,,238022.20
1196428,18/06/2023,SWIGGY,,18/06/2023,1159.98,,236862.22
1196428,18/06/2023,POS INSTAMART,,18/06/2023,1022.43,,235839.79
1196428,18/06/2023,POS INSTAMART,,18/06/2023,664.54,,235175.25
1196428,18/06/2023,POS CAB SERVICES,,18/06/2023,974.53,,234200.72
1196428,19/06/2023,POS INSTAMART,,19/06/2023,614.23,,233586.49
1196428,19/06/2023,POS CAB SERVICES,,19/06/2023,471.00,,233115.49
1196428,19/06/2023,SHOPPING,,19/06/2023,414.00,,232701.49
1196428,19/06/2023,SWIGGY,,19/06/2023,10.00,,232691.49
1196428,19/06/2023,POS INSTAMART,,19/06/2023,630.78,,232060.71
1196428,19/06/2023,POS INSTAMART,,19/06/2023,339.00,,231721.71
1196428,19/06/2023,POS CAB SERVICES,,19/06/2023,679.08,,231042.63
1196428,19/06/2023,POS INSTAMART,,19/06/2023,257.24,,230785.39
1196428,19/06/2023,POS INSTAMART,,19/06/2023,777.42,,230007.97
1196428,21/06/2023,SWIGGY,,21/06/2023,500.00,,229507.97
1196428,21/06/2023,POS INSTAMART,,21/06/2023,815.65,,228692.32
1196428,21/06/2023,POS INSTAMART,,21/06/2023,975.92,,227716.40
1196428,22/06/2023,SWIGGY,,22/06/2023,500.00,,227216.40
1196428,22/06/2023,POS INSTAMART,,22/06/2023,500.00,,226716.40
1196428,22/06/2023,POS INSTAMART,,22/06/2023,500.00,,226216.40
1196428,22/06/2023,POS CAB SERVICES,,22/06/2023,500.00,,225716.40
1196428,22/06/2023,SHOPPING,,22/06/2023,500.00,,225216.40
1196428,23/06/2023,POS INSTAMART,,23/06/2023,127.23,,225089.17
1196428,23/06/2023,POS CAB SERVICES,,23/06/2023,119.74,,224969.43
1196428,23/06/2023,SHOPPING,,23/06/2023,775.00,,224194.43
1196428,23/06/2023,SWIGGY,,23/06/2023,877.38,,223317.05
1196428,24/06/2023,POS INSTAMART,,24/06/2023,500.00,,222817.05
1196428,24/06/2023,POS CAB SERVICES,,24/06/2023,138.60,,222678.45
1196428,24/06/2023,SWIGGY,,24/06/2023,500.00,,222178.45
1196428,24/06/2023,POS INSTAMART,,24/06/2023,500.00,,221678.45
1196428,25/06/2023,POS CAB SERVICES,,25/06/2023,118.00,,221560.45
1196428,25/06/2023,SWIGGY,,25/06/2023,1.00,,221559.45
1196428,25/06/2023,POS INSTAMART,,25/06/2023,0.18,,221559.27
1196428,28/06/2023,SWIGGY,,28/06/2023,889.98,,220669.29
1196428,29/06/2023,POS INSTAMART,,29/06/2023,584.43,,220084.86
1196428,29/06/2023,SWIGGY,,29/06/2023,445.54,,219639.32
1196428,29/06/2023,SWIGGY,,29/06/2023,640.53,,218998.79
1196428,29/06/2023,POS INSTAMART,,29/06/2023,788.23,,218210.56
1196428,29/06/2023,POS INSTAMART,,29/06/2023,20.00,,218190.56
1196428,30/06/2023,POS CAB SERVICES,704379,30/06/2023,324.00,,217866.56
1196428,30/06/2023,POS INSTAMART,,31/06/2023,500.00,,217366.56
1196428,30/06/2023,SWIGGY,,31/06/2023,737.78,,216628.78
1196428,30/06/2023,INTEREST .Coll:01-01-20,,31/06/2023,,1034.85,217663.63
