Account No,DATE,TRANSACTION DETAILS,CHQ.NO.,VALUE DATE,WITHDRAWAL AMT,DEPOSIT AMT,BALANCE AMT,CATEGORY
1196428,19/03/2023,POS INSTAMART,,19/03/2023,209.23,,365321.42,UTILITIES
1196428,19/03/2023,POS CAB SERVICES,,19/03/2023,354.74,,364966.68,TRANSPORT
1196428,19/03/2023,SHOPPING,,19/03/2023,1200.00,,363766.68,SHOPPING
1196428,19/03/2023,POS INSTAMART,,19/03/2023,983.38,,362783.30,UTILITIES
1196428,19/03/2023,POS INSTAMART,,19/03/2023,791.00,,361992.30,UTILITIES
1196428,21/03/2023,SWIGGY,,21/03/2023,225.60,,361766.70,FOOD
1196428,21/03/2023,POS INSTAMART,,21/03/2023,42.00,,361724.70,UTILITIES
1196428,21/03/2023,POS INSTAMART,,21/03/2023,739.00,,360985.70,UTILITIES
1196428,22/03/2023,SWIGGY,,22/03/2023,291.00,,360694.70,FOOD
1196428,22/03/2023,POS INSTAMART,,22/03/2023,193.00,,360501.70,UTILITIES
1196428,22/03/2023,POS INSTAMART,,22/03/2023,434.18,,360067.52,UTILITIES
1196428,22/03/2023,POS CAB SERVICES,,22/03/2023,696.98,,359370.54,TRANSPORT
1196428,22/03/2023,SHOPPING,,22/03/2023,723.43,,358647.11,SHOPPING
1196428,23/03/2023,POS INSTAMART,,23/03/2023,919.54,,357727.57,UTILITIES
1196428,23/03/2023,POS CAB SERVICES,,23/03/2023,716.53,,357011.04,TRANSPORT
1196428,23/03/2023,SHOPPING,,23/03/2023,1227.23,,355783.81,SHOPPING
1196428,23/03/2023,SWIGGY,,23/03/2023,67.00,,355716.81,FOOD
1196428,24/03/2023,POS INSTAMART,,24/03/2023,704.00,,355012.81,UTILITIES
1196428,24/03/2023,POS CAB SERVICES,,24/03/2023,808.00,,354204.81,TRANSPORT
1196428,24/03/2023,SWIGGY,,24/03/2023,315.78,,353889.03,FOOD
1196428,24/03/2023,POS INSTAMART,,24/03/2023,366.00,,353523.03,UTILITIES
1196428,25/03/2023,POS CAB SERVICES,,25/03/2023,317.00,,353206.03,TRANSPORT
1196428,25/03/2023,SWIGGY,,25/03/2023,25155.00,,328051.03,FOOD
1196428,25/03/2023,POS INSTAMART,,25/03/2023,619.00,,327432.03,UTILITIES
1196428,28/03/2023,SWIGGY,,28/03/2023,540.00,,326892.03,FOOD
1196428,29/03/2023,POS INSTAMART,,29/03/2023,445.00,,326447.03,UTILITIES
1196428,29/03/2023,SWIGGY,,29/03/2023,1115.21,,325331.82,FOOD
1196428,29/03/2023,SWIGGY,,29/03/2023,1495.23,,323836.59,FOOD
1196428,29/03/2023,POS INSTAMART,,29/03/2023,341.12,,323495.47,UTILITIES
1196428,29/03/2023,POS INSTAMART,,29/03/2023,109.61,,323385.86,UTILITIES
1196428,30/03/2023,POS CAB SERVICES,704379,30/03/2023,52.01,,323333.85,TRANSPORT
1196428,31/03/2023,POS INSTAMART,,31/03/2023,526.00,,322807.85,UTILITIES
1196428,31/03/2023,SWIGGY,,31/03/2023,780.99,,322026.86,FOOD
1196428,31/03/2023,INTEREST Coll:01-03-20,,31/03/2023,,1034.85,323061.71,INTEREST
1196428,01/04/2023,SALARY,,01/04/2023,,250000.00,573061.71,SALARY
1196428,01/04/2023,MAX BUPA HEALTH INSURANCE,704273,01/04/2023,1099.00,,571962.71,INSURANCE
1196428,01/04/2023,EMI Home loan(24/240),,01/04/2023,30000.00,,541962.71,EMI
1196428,01/04/2023,EMI Personal loan(19/36),,01/04/2023,5000.00,,536962.71,EMI
1196428,02/04/2023,CASHWITH,704308,02/04/2023,1564.15,,535398.56,BANK TRANSFERS
1196428,02/04/2023,SWIGGY,,02/04/2023,544.55,,534854.01,FOOD
1196428,02/04/2023,POS INSTAMART,,02/04/2023,369.27,,534484.74,UTILITIES
1196428,03/04/2023,POS CAB SERVICES,,03/04/2023,102.00,,534382.74,TRANSPORT
1196428,03/04/2023,SWIGGY,,03/04/2023,2159.00,,532223.74,FOOD
1196428,03/04/2023,POS INSTAMART,,03/04/2023,2644.23,,529579.51,UTILITIES
1196428,03/04/2023,POS CAB SERVICES,,03/04/2023,537.65,,529041.86,TRANSPORT
1196428,03/04/2023,SHOPPING,,03/04/2023,163.13,,528878.73,SHOPPING
1196428,03/04/2023,SWIGGY,,03/04/2023,171.22,,528707.51,FOOD
1196428,04/04/2023,POS INSTAMART,,04/04/2023,975.80,,527731.71,UTILITIES
1196428,04/04/2023,POS CAB SERVICES,,04/04/2023,80.00,,527651.71,TRANSPORT
1196428,04/04/2023,SHOPPING,,04/04/2023,733.57,,526918.14,SHOPPING
1196428,04/04/2023,SWIGGY,,04/04/2023,675.55,,526242.59,FOOD
1196428,07/04/2023,POS INSTAMART,,07/04/2023,95.85,,526146.74,UTILITIES
1196428,07/04/2023,POS CAB SERVICES,,07/04/2023,33.16,,526113.58,TRANSPORT
1196428,07/04/2023,SWIGGY,,07/04/2023,23.00,,526090.58,FOOD
1196428,08/04/2023,POS INSTAMART,,08/04/2023,286.15,,525804.43,UTILITIES
1196428,08/04/2023,POS CAB SERVICES,,08/04/2023,416.51,,525387.92,TRANSPORT
1196428,08/04/2023,SHOPPING,,08/04/2023,62.33,,525325.59,SHOPPING
1196428,08/04/2023,SWIGGY,,08/04/2023,220.84,,525104.75,FOOD
1196428,09/04/2023,POS INSTAMART,,09/04/2023,3.00,,525101.75,UTILITIES
1196428,09/04/2023,POS CAB SERVICES,704310,09/04/2023,421.46,,524680.29,TRANSPORT
1196428,10/04/2023,SHOPPING,,10/04/2023,127.95,,524552.34,SHOPPING
1196428,10/04/2023,TATA AIG GENERAL INSURANCE,704307,10/04/2023,410.60,,524141.74,INSURANCE
1196428,10/04/2023,POS DINEOUT,,10/04/2023,163.00,,523978.74,FOOD
1196428,10/04/2023,SWIGGY,,10/04/2023,598.00,,523380.74,FOOD
1196428,11/04/2023,POS INSTAMART,,11/04/2023,924.00,,522456.74,UTILITIES
1196428,11/04/2023,POS INSTAMART,,11/04/2023,238.96,,522217.78,UTILITIES
1196428,11/04/2023,POS CAB SERVICES,,11/04/2023,343.88,,521873.90,TRANSPORT
1196428,11/04/2023,SWIGGY,,11/04/2023,173.01,,521700.89,FOOD
1196428,14/04/2023,POS INSTAMART,,14/04/2023,52.82,,521648.07,UTILITIES
1196428,15/04/2023,POS CAB SERVICES,,15/04/2023,376.37,,521271.70,TRANSPORT
1196428,15/04/2023,SHOPPING,,15/04/2023,217.16,,521054.54,SHOPPING
1196428,15/04/2023,SWIGGY,,15/04/2023,1078.08,,519976.46,FOOD
1196428,15/04/2023,POS INSTAMART,,15/04/2023,111.20,,519865.26,UTILITIES
1196428,15/04/2023,POS CAB SERVICES,,15/04/2023,464.82,,519400.44,TRANSPORT
1196428,15/04/2023,SWIGGY,,15/04/2023,111.57,,519288.87,FOOD
1196428,16/04/2023,POS INSTAMART,,16/04/2023,703.50,,518585.37,UTILITIES
1196428,16/04/2023,POS CAB SERVICES,,16/04/2023,214.67,,518370.70,TRANSPORT
1196428,16/04/2023,SHOPPING,,16/04/2023,33.64,,518337.06,SHOPPING
1196428,16/04/2023,POS INSTAMART,,16/04/2023,510.39,,517826.67,UTILITIES
1196428,16/04/2023,POS CAB SERVICES,,16/04/2023,425.55,,517401.12,TRANSPORT
1196428,16/04/2023,POS INSTAMART,,16/04/2023,307.24,,517093.88,UTILITIES
1196428,18/04/2023,POS INSTAMART,,18/04/2023,645.42,,516448.46,UTILITIES
1196428,18/04/2023,POS INSTAMART,,18/04/2023,869.00,,515579.46,UTILITIES
1196428,18/04/2023,POS CAB SERVICES,,18/04/2023,699.65,,514879.81,TRANSPORT
1196428,19/04/2023,POS INSTAMART,,19/04/2023,1321.92,,513557.89,UTILITIES
1196428,19/04/2023,POS CAB SERVICES,,19/04/2023,930.00,,512627.89,TRANSPORT
1196428,19/04/2023,SHOPPING,,19/04/2023,566.00,,512061.89,SHOPPING
1196428,19/04/2023,SWIGGY,,19/04/2023,445.00,,511616.89,FOOD
1196428,19/04/2023,POS INSTAMART,,19/04/2023,985.00,,510631.89,UTILITIES
1196428,19/04/2023,POS INSTAMART,,19/04/2023,500.00,,510131.89,UTILITIES
1196428,19/04/2023,POS CAB SERVICES,,19/04/2023,266.23,,509865.66,TRANSPORT
1196428,19/04/2023,SHOPPING,,19/04/2023,33.26,,509832.40,SHOPPING
1196428,19/04/2023,POS INSTAMART,,19/04/2023,587.00,,509245.40,UTILITIES
1196428,19/04/2023,POS INSTAMART,,19/04/2023,764.38,,508481.02,UTILITIES
1196428,19/04/2023,POS CAB SERVICES,,19/04/2023,315.00,,508166.02,TRANSPORT
1196428,19/04/2023,POS INSTAMART,,19/04/2023,57.40,,508108.62,UTILITIES
1196428,19/04/2023,POS INSTAMART,,19/04/2023,800.00,,507308.62,UTILITIES
1196428,19/04/2023,POS CAB SERVICES,,19/04/2023,666.00,,506642.62,TRANSPORT
1196428,19/04/2023,SHOPPING,,19/04/2023,332.00,,506310.62,SHOPPING
1196428,19/04/2023,POS INSTAMART,,19/04/2023,488.00,,505822.62,UTILITIES
1196428,19/04/2023,POS INSTAMART,,19/04/2023,162.18,,505660.44,UTILITIES
1196428,21/04/2023,SWIGGY,,21/04/2023,449.98,,505210.46,FOOD
1196428,21/04/2023,POS INSTAMART,,21/04/2023,944.43,,504266.03,UTILITIES
1196428,21/04/2023,POS INSTAMART,,21/04/2023,59.54,,504206.49,UTILITIES
1196428,22/04/2023,SWIGGY,,22/04/2023,591.53,,503614.96,FOOD
1196428,22/04/2023,POS INSTAMART,,22/04/2023,120.00,,503494.96,UTILITIES
1196428,22/04/2023,POS INSTAMART,,22/04/2023,168.00,,503326.96,UTILITIES
1196428,22/04/2023,POS CAB SERVICES,,22/04/2023,134.00,,503192.96,TRANSPORT
1196428,22/04/2023,SHOPPING,,22/04/2023,456.00,,502736.96,SHOPPING
1196428,23/04/2023,POS INSTAMART,,23/04/2023,24955.00,,477781.96,UTILITIES
1196428,23/04/2023,POS CAB SERVICES,,23/04/2023,16.00,,477765.96,TRANSPORT
1196428,23/04/2023,SHOPPING,,23/04/2023,1273.21,,476492.75,SHOPPING
1196428,23/04/2023,SWIGGY,,23/04/2023,1825.23,,474667.52,FOOD
1196428,24/04/2023,POS INSTAMART,,24/04/2023,185.12,,474482.40,UTILITIES
1196428,24/04/2023,POS CAB SERVICES,,24/04/2023,333.39,,474149.01,TRANSPORT
1196428,24/04/2023,SWIGGY,,24/04/2023,156.01,,473993.00,FOOD
1196428,24/04/2023,POS INSTAMART,,24/04/2023,105.00,,473888.00,UTILITIES
1196428,25/04/2023,POS CAB SERVICES,,25/04/2023,1946.99,,471941.01,TRANSPORT
1196428,25/04/2023,SWIGGY,,25/04/2023,225.00,,471716.01,FOOD
1196428,25/04/2023,POS INSTAMART,,25/04/2023,797.00,,470919.01,UTILITIES
1196428,28/04/2023,SWIGGY,,28/04/2023,697.00,,470222.01,FOOD
1196428,29/04/2023,POS INSTAMART,,29/04/2023,646.00,,469576.01,UTILITIES
1196428,29/04/2023,POS INSTAMART,,29/04/2023,1110.15,,468465.86,UTILITIES
1196428,29/04/2023,SWIGGY,,29/04/2023,89.55,,468376.31,FOOD
1196428,29/04/2023,INTEREST Coll:01-04-20,,29/04/2023,,1288.23,469664.54,INTEREST
1196428,29/04/2023,POS INSTAMART,,29/04/2023,2042.00,,467622.54,UTILITIES
1196428,30/04/2023,POS CAB SERVICES,704379,30/04/2023,5940.10,,461682.44,TRANSPORT
1196428,01/05/2023,SALARY,,01/05/2023,,250000.00,711682.44,SALARY
1196428,01/05/2023,MAX BUPA HEALTH INSURANCE,,01/05/2023,413.87,,711268.57,INSURANCE
1196428,01/05/2023,EMI Home loan(25/240),,01/05/2023,30000.00,,681268.57,EMI
1196428,01/05/2023,EMI Personal loan(20/36),,01/05/2023,5000.00,,676268.57,EMI
1196428,01/05/2023,CASHWITH,,01/05/2023,1168.21,,675100.36,BANK TRANSFERS
1196428,01/05/2023,SWIGGY,,01/05/2023,703.55,,674396.81,FOOD
1196428,01/05/2023,POS INSTAMART,,01/05/2023,229.15,,674167.66,UTILITIES
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,429.84,,673737.82,TRANSPORT
1196428,02/05/2023,SWIGGY,,02/05/2023,50.37,,673687.45,FOOD
1196428,02/05/2023,POS INSTAMART,,02/05/2023,388.00,,673299.45,UTILITIES
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,449.00,,672850.45,TRANSPORT
1196428,02/05/2023,SHOPPING,,02/05/2023,652.85,,672197.60,SHOPPING
1196428,02/05/2023,POS INSTAMART,,02/05/2023,6.51,,672191.09,UTILITIES
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,502.00,,671689.09,TRANSPORT
1196428,02/05/2023,SHOPPING,,02/05/2023,12.00,,671677.09,SHOPPING
1196428,02/05/2023,POS INSTAMART,,02/05/2023,263.44,,671413.65,UTILITIES
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,408.92,,671004.73,TRANSPORT
1196428,02/05/2023,POS INSTAMART,,02/05/2023,1011.41,,669993.32,UTILITIES
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,429.00,,669564.32,TRANSPORT
1196428,02/05/2023,SHOPPING,,02/05/2023,100.00,,669464.32,SHOPPING
1196428,02/05/2023,POS INSTAMART,,02/05/2023,450.44,,669013.88,UTILITIES
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,821.68,,668192.20,TRANSPORT
1196428,02/05/2023,SHOPPING,,02/05/2023,427.20,,667765.00,SHOPPING
1196428,02/05/2023,TATA AIG GENERAL INSURANCE,,10/05/2023,31.52,,667733.48,INSURANCE
1196428,02/05/2023,POS DINEOUT,,02/05/2023,600.27,,667133.21,FOOD
1196428,02/05/2023,POS INSTAMART,,02/05/2023,588.88,,666544.33,UTILITIES
1196428,02/05/2023,POS INSTAMART,,02/05/2023,639.58,,665904.75,UTILITIES
1196428,02/05/2023,POS CAB SERVICES,,02/05/2023,95.50,,665809.25,TRANSPORT
1196428,04/05/2023,POS INSTAMART,,04/05/2023,596.26,,665212.99,UTILITIES
1196428,04/05/2023,SWIGGY,,04/05/2023,305.47,,664907.52,FOOD
1196428,04/05/2023,POS INSTAMART,,04/05/2023,219.51,,664688.01,UTILITIES
1196428,04/05/2023,POS INSTAMART,,04/05/2023,620.00,,664068.01,UTILITIES
1196428,04/05/2023,POS CAB SERVICES,,04/05/2023,38.00,,664030.01,TRANSPORT
1196428,04/05/2023,SHOPPING,,04/05/2023,13.43,,664016.58,SHOPPING
1196428,05/05/2023,SWIGGY,,05/05/2023,527.84,,663488.74,FOOD
1196428,05/05/2023,SWIGGY,,05/05/2023,173.00,,663315.74,FOOD
1196428,05/05/2023,POS INSTAMART,,05/05/2023,265.00,,663050.74,UTILITIES
1196428,05/05/2023,POS INSTAMART,,05/05/2023,589.60,,662461.14,UTILITIES
1196428,05/05/2023,POS CAB SERVICES,,05/05/2023,38.95,,662422.19,TRANSPORT
1196428,05/05/2023,SWIGGY,,05/05/2023,15.69,,662406.50,FOOD
1196428,05/05/2023,SWIGGY,,05/05/2023,640.79,,661765.71,FOOD
1196428,05/05/2023,POS INSTAMART,,05/05/2023,592.29,,661173.42,UTILITIES
1196428,06/05/2023,POS INSTAMART,,06/05/2023,378.20,,660795.22,UTILITIES
1196428,06/05/2023,POS CAB SERVICES,,06/05/2023,55.58,,660739.64,TRANSPORT
1196428,06/05/2023,SHOPPING,,06/05/2023,300.60,,660439.04,SHOPPING
1196428,06/05/2023,SWIGGY,,06/05/2023,693.60,,659745.44,FOOD
1196428,07/05/2023,POS INSTAMART,,07/05/2023,208.60,,659536.84,UTILITIES
1196428,07/05/2023,POS INSTAMART,,07/05/2023,106.60,,659430.24,UTILITIES
1196428,07/05/2023,POS CAB SERVICES,,07/05/2023,246.68,,659183.56,TRANSPORT
1196428,07/05/2023,SHOPPING,704381,07/05/2023,58.60,,659124.96,SHOPPING
1196428,07/05/2023,SWIGGY,704380,07/05/2023,184.48,,658940.48,FOOD
1196428,07/05/2023,POS INSTAMART,,07/05/2023,15.71,,658924.77,UTILITIES
1196428,07/05/2023,POS INSTAMART,,07/05/2023,357.59,,658567.18,UTILITIES
1196428,07/05/2023,POS CAB SERVICES,,07/05/2023,667.59,,657899.59,TRANSPORT
1196428,07/05/2023,POS INSTAMART,,07/05/2023,534.00,,657365.59,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,682.66,,656682.93,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,171.48,,656511.45,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,475.10,,656036.35,SHOPPING
1196428,08/05/2023,SWIGGY,,08/05/2023,413.37,,655622.98,FOOD
1196428,08/05/2023,POS INSTAMART,,08/05/2023,378.60,,655244.38,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,627.04,,654617.34,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,366.59,,654250.75,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,700.60,,653550.15,SHOPPING
1196428,08/05/2023,POS INSTAMART,,08/05/2023,247.60,,653302.55,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,523.27,,652779.28,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,91.60,,652687.68,TRANSPORT
1196428,08/05/2023,POS INSTAMART,,08/05/2023,198.52,,652489.16,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,298.48,,652190.68,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,537.14,,651653.54,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,134.48,,651519.06,SHOPPING
1196428,08/05/2023,POS INSTAMART,,08/05/2023,113.46,,651405.60,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,67.14,,651338.46,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,201.96,,651136.50,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,89.96,,651046.54,SHOPPING
1196428,08/05/2023,POS INSTAMART,,08/05/2023,302.59,,650743.95,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,158.83,,650585.12,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,504.97,,650080.15,TRANSPORT
1196428,08/05/2023,POS INSTAMART,,08/05/2023,65.33,,650014.82,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,518.11,,649496.71,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,309.67,,649187.04,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,127.14,,649059.90,SHOPPING
1196428,08/05/2023,POS INSTAMART,,08/05/2023,636.69,,648423.21,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,60.93,,648362.28,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,777.79,,647584.49,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,250.17,,647334.32,SHOPPING
1196428,08/05/2023,POS INSTAMART,,08/05/2023,595.09,,646739.23,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,301.00,,646438.23,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,11.82,,646426.41,TRANSPORT
1196428,08/05/2023,POS INSTAMART,,08/05/2023,175.00,,646251.41,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,425.82,,645825.59,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,648.24,,645177.35,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,190.08,,644987.27,SHOPPING
1196428,08/05/2023,POS INSTAMART,,08/05/2023,143.78,,644843.49,UTILITIES
1196428,08/05/2023,POS INSTAMART,,08/05/2023,42.37,,644801.12,UTILITIES
1196428,08/05/2023,POS CAB SERVICES,,08/05/2023,65.93,,644735.19,TRANSPORT
1196428,08/05/2023,SHOPPING,,08/05/2023,116.12,,644619.07,SHOPPING
1196428,11/05/2023,POS INSTAMART,,11/05/2023,318.67,,644300.40,UTILITIES
1196428,11/05/2023,POS INSTAMART,,11/05/2023,358.00,,643942.40,UTILITIES
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,4957.00,,638985.40,TRANSPORT
1196428,11/05/2023,SWIGGY,,11/05/2023,640.88,,638344.52,FOOD
1196428,11/05/2023,POS INSTAMART,,11/05/2023,289.51,,638055.01,UTILITIES
1196428,11/05/2023,POS INSTAMART,,11/05/2023,508.20,,637546.81,UTILITIES
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,85.00,,637461.81,TRANSPORT
1196428,11/05/2023,SHOPPING,,11/05/2023,447.71,,637014.10,SHOPPING
1196428,11/05/2023,POS INSTAMART,,11/05/2023,32.93,,636981.17,UTILITIES
1196428,11/05/2023,POS INSTAMART,,11/05/2023,4979.00,,632002.17,UTILITIES
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,835.66,,631166.51,TRANSPORT
1196428,11/05/2023,SHOPPING,,11/05/2023,213.82,,630952.69,SHOPPING
1196428,11/05/2023,POS INSTAMART,,11/05/2023,4571.00,,626381.69,UTILITIES
1196428,11/05/2023,POS INSTAMART,,11/05/2023,5.00,,626376.69,UTILITIES
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,140.22,,626236.47,TRANSPORT
1196428,11/05/2023,POS INSTAMART,,11/05/2023,726.98,,625509.49,UTILITIES
1196428,11/05/2023,POS INSTAMART,,11/05/2023,118.67,,625390.82,UTILITIES
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,433.61,,624957.21,TRANSPORT
1196428,11/05/2023,SHOPPING,,11/05/2023,25.01,,624932.20,SHOPPING
1196428,11/05/2023,POS INSTAMART,,11/05/2023,433.99,,624498.21,UTILITIES
1196428,11/05/2023,POS INSTAMART,,11/05/2023,325.00,,624173.21,UTILITIES
1196428,11/05/2023,POS CAB SERVICES,,11/05/2023,1396.00,,622777.21,TRANSPORT
1196428,12/05/2023,SHOPPING,,12/05/2023,5481.00,,617296.21,SHOPPING
1196428,12/05/2023,SWIGGY,,12/05/2023,748.00,,616548.21,FOOD
1196428,12/05/2023,POS INSTAMART,,12/05/2023,424.84,,616123.37,UTILITIES
1196428,12/05/2023,POS INSTAMART,,12/05/2023,1491.15,,614632.22,UTILITIES
1196428,12/05/2023,POS CAB SERVICES,,12/05/2023,591.55,,614040.67,TRANSPORT
1196428,12/05/2023,IMPS 904311124338 FAMILY,,12/05/2023,592.27,,613448.40,BANK TRANSFERS
1196428,12/05/2023,POS CAB SERVICES,,12/05/2023,973.00,,612475.40,TRANSPORT
1196428,12/05/2023,ZOMATO,,12/05/2023,2422.00,,610053.40,FOOD
1196428,12/05/2023,POS VEGETABLE SHOP,,12/05/2023,5972.10,,604081.30,FOOD
1196428,13/05/2023,RTGS-ICICH19044490628-Indfor ,,13/05/2023,,2000.00,606081.30,BANK TRANSFERS
1196428,13/05/2023,ZOMATO,,13/05/2023,539.65,,605541.65,FOOD
1196428,13/05/2023,SWIGGY,,13/05/2023,313.78,,605227.87,FOOD
1196428,13/05/2023,IMPS 904311124338 FAMILY,,13/05/2023,211.80,,605016.07,BANK TRANSFERS
1196428,13/05/2023,POS VEGETABLE SHOP,,13/05/2023,407.85,,604608.22,FOOD
1196428,14/05/2023,IB:TPFT0099296221 3090067,,14/05/2023,4724.00,,599884.22,MISC
1196428,14/05/2023,IMPS 904311124338 FAMILY,,14/05/2023,319.63,,599564.59,BANK TRANSFERS
1196428,14/05/2023,RTGS-UTIBH19045627063-Indfor,,14/05/2023,,2000.00,601564.59,BANK TRANSFERS
1196428,14/05/2023,POS BOOKMYSHOW,,14/05/2023,4908.00,,596656.59,ENTERTAINMENT
1196428,14/05/2023,POS CAB SERVICES,,14/05/2023,51.15,,596605.44,TRANSPORT
1196428,14/05/2023,SWIGGY,,14/05/2023,283.51,,596321.93,FOOD
1196428,14/05/2023,SWIGGY,,14/05/2023,5156.00,,591165.93,FOOD
1196428,14/05/2023,POS DINEOUT,,14/05/2023,704.00,,590461.93,FOOD
1196428,14/05/2023,POS VEGETABLE SHOP,,14/05/2023,26.56,,590435.37,FOOD
1196428,15/05/2023,SWIGGY,,15/05/2023,70.00,,590365.37,FOOD
1196428,15/05/2023,POS BOOKMYSHOW,,15/05/2023,19869.00,,570496.37,ENTERTAINMENT
1196428,15/05/2023,IMPS 904311124338 FAMILY,,15/05/2023,112.05,,570384.32,BANK TRANSFERS
1196428,15/05/2023,POS DINEOUT,,15/05/2023,319.15,,570065.17,FOOD
1196428,15/05/2023,POS VEGETABLE SHOP,,15/05/2023,204.58,,569860.59,FOOD
1196428,16/05/2023,POS CAB SERVICES,,16/05/2023,37.26,,569823.33,TRANSPORT
1196428,16/05/2023,POS VEGETABLE SHOP,,16/05/2023,4541.00,,565282.33,FOOD
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,98.23,,565184.10,BANK TRANSFERS
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,132.53,,565051.57,BANK TRANSFERS
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,175.49,,564876.08,BANK TRANSFERS
1196428,18/05/2023,UPIPAYMENT,,18/05/2023,219.69,,564656.39,BANK TRANSFERS
1196428,18/05/2023,POS CAB SERVICES,,18/05/2023,4500.00,,560156.39,TRANSPORT
1196428,18/05/2023,POS BOOKMYSHOW,,18/05/2023,703.93,,559452.46,ENTERTAINMENT
1196428,18/05/2023,POS CAB SERVICES,,18/05/2023,5157.00,,554295.46,TRANSPORT
1196428,18/05/2023,POS CAB SERVICES,,18/05/2023,31.20,,554264.26,TRANSPORT
1196428,18/05/2023,POS VEGETABLE SHOP,,18/05/2023,363.60,,553900.66,FOOD
1196428,19/05/2023,IMPS 904311124338 FAMILY,,19/05/2023,306.14,,553594.52,BANK TRANSFERS
1196428,19/05/2023,UPIPAYMENT,,19/05/2023,657.60,,552936.92,BANK TRANSFERS
1196428,19/05/2023,SWIGGY,,19/05/2023,173.60,,552763.32,FOOD
1196428,19/05/2023,IMPS 904311124338 FAMILY,,19/05/2023,661.60,,552101.72,BANK TRANSFERS
1196428,19/05/2023,SWIGGY,,19/05/2023,9.60,,552092.12,FOOD
1196428,19/05/2023,POS VEGETABLE SHOP,,19/05/2023,4835.00,,547257.12,FOOD
1196428,20/05/2023,IMPS 904311124338 FAMILY,,20/05/2023,194.48,,547062.64,BANK TRANSFERS
1196428,20/05/2023,UPIPAYMENT,,20/05/2023,126.60,,546936.04,BANK TRANSFERS
1196428,20/05/2023,UPIPAYMENT,,20/05/2023,394.71,,546541.33,BANK TRANSFERS
1196428,20/05/2023,POS CAB SERVICES,,20/05/2023,109.20,,546432.13,TRANSPORT
1196428,20/05/2023,IMPS 904311124338 FAMILY,,20/05/2023,119.60,,546312.53,BANK TRANSFERS
1196428,20/05/2023,POS BOOKMYSHOW,,20/05/2023,398.52,,545914.01,ENTERTAINMENT
1196428,20/05/2023,MLCU00701802742,,20/05/2023,102.71,,545811.30,MISC
1196428,20/05/2023,POS DINEOUT,,20/05/2023,293.48,,545517.82,FOOD
1196428,20/05/2023,POS VEGETABLE SHOP,,20/05/2023,614.96,,544902.86,FOOD
1196428,21/05/2023,IMPS 904311124338 FAMILY,,21/05/2023,105.41,,544797.45,BANK TRANSFERS
1196428,21/05/2023,UPIPAYMENT,,21/05/2023,628.00,,544169.45,BANK TRANSFERS
1196428,21/05/2023,SWIGGY,,21/05/2023,189.34,,543980.11,FOOD
1196428,21/05/2023,SWIGGY,,21/05/2023,143.52,,543836.59,FOOD
